undl_id,keywords
281048,"General Assembly, non-use of nuclear weapons, nuclear war, resolution"
281049,"General Assembly, recommendations, resolution"
281050,"General Assembly, nuclear disarmament, nuclear-arms, race and nuclear disarmament, recommendations and decisions, resolution"
281051,"General Assembly, nuclear war, recommendations and decisions, resolution"
281052,"General Assembly, International cooperation for disarmament, disarmament, resolution"
281053,"Disarmament Week, General Assembly, resolution"
281054,"Disarmament, Disarmament resolution, General Assembly, general assembly, recommendations and decisions"
281055,"Disarmament, Disarmament resolution, General Assembly, general assembly, recommendations and decisions"
281056,"General Assembly, recommendations, resolution"
281057,"1st Committee, General Assembly, rationalization of the work, recommendations and decisions, resolution, work of the 1st Committee"
281058,"Israeli nuclear armament, resolution"
281059,"Antarctica, General Assembly"
281060,"Antarctica, General Assembly"
281061,"General Assembly, National experience, social and economic changes"
281062,"General Assembly, conditions of peace, education, enjoyment, human rights, peace, resolution"
281063,International Convention on the Suppression and Punishment of Crime of Apartheid
281064,"Palestine, resolution"
281065,"Palestine, resolution"
281066,"Palestine, resolution"
281067,"Palestine, resolution"
281068,"Palestine refugees, UNRWA, resolution"
281069,"Palestine refugees, education, higher education, vocational training"
281070,"Gaza Strip, Palestine refugees"
281071,"Palestine refugees, UNRWA, resolution"
281072,"UNRWA, refugees, resolution"
281073,"Palestine refugee properties, UNRWA, resolution"
281074,"Palestine refugees, UNRWA, resolution"
281075,"Palestine refugees, UNRWA"
281076,"Palestine refugees, UNRWA, resolution"
281077,United Nations Disengagement Observer Force
281078,"Colonial Countries and People, Declaration on the granting of Independence to Colonials and People"
281079,"decolonization, resolution"
281080,"Charter of the United Nations, Non-Self-Governing Territories"
281081,"Africa, Colonial Countries, Colonial Countries and Peoples, Declaration on the Granting of Independence to Colonials and other interests, General Assembly, Namibia, apartheid, colonialism, foreign economic interests, racial discrimination, resolution, southern Africa"
281082,"Colonial Countries and Peoples, Declaration on the granting of Independence to Colonialization, General Assembly, United Nations, resolution"
281083,"Western Sahara, resolution"
281084,"New Caledonia, resolution"
281085,Declaration on the Preparation of Societies for Life in Peace
281086,"Declaration on the Strengthening of International Security, International Security"
281087,Comprehenive system of international peace and security
281088,"General Assembly, colonial countries, human rights, independence, resolution, self-determination"
281089,"General Assembly, exercise of people to self-determination, mercenaries, resolution, self-determination"
281090,"General Assembly, scientific and technological development"
281091,"General Assembly, Human rights, scientific and technological development"
281092,"Convention on the Right of the Child, General Assembly"
281093,"interdependence of economic and political ights, interdivisibility, social rights"
281094,"General Assembly, fundamental freedoms, human rights, property"
281095,"General Assembly, United Nations System, fundamental freedoms, human rights, resolution"
281096,"General Assembly, assistance, co-operation, family, international cooperation, resolution"
281097,"Afghanistan, fundamental freedoms, resolution"
281098,"Islamic Republic of Iran, resolution"
281099,"Ethiopia, diplaced persons, resolution"
281100,"General Assembly, migrant workers, resolution"
281101,"General Assembly, economy, resolution, social life"
281102,"General Assembly, adequate housing, resolution"
281103,"Chile, fundamental freedoms, human rights, resolution"
281104,"international economic order, international law, resolution"
281105,"General Assembly, disputes between States, resolution"
281106,"Draft Code of Crimes, Mankind"
281107,"Draft Convention, International Bill of Exchange and International Promissory Notes"
281108,"General Assembly, good-neighbourliness, resolution"
281109,"General Assembly, United Nations, acts of violence, auspices of the Secretary-General, auspices of the United Nations, convening, despair, freedom, frustration, grievance, innocent human lives, international terrorism, national liberation, radical changes, report of the Secretary-General, resolution, sacrification, terrorism, violence"
281110,"Human Rights of the Population of the Occupied Territories, Israeli Practices, Occupied Territories, Resolution"
281111,"Human Rights of the Population of the Occupied Territories, Israeli Practices, Occupied Territories, Resolution"
281112,"Human Rights of the Population of the Occupied Territories, Israeli Practices, Occupied Territories, Resolution"
281113,"Human Rights of the Population of the Occupied Territories, Israeli Practices, Occupied Territories, Resolution"
281114,"Human Rights of the Population of the Occupied Territories, Israeli Practices, Occupied Territories, Resolution"
281115,"Human Rights of the Population of the Occupied Territories, Israeli Practices, Occupied Territories, Resolution"
281116,"Human Rights of the Population of the Occupied Territories, Israeli Practices, Occupied Territories, Resolution"
281117,"General Assembly, information, resolution"
281118,"General Assembly, information, resolution"
281119,"economic security, resolution"
281120,"Palestinian people, resolution"
281121,"Economic measures, Economic resolution, Political and economic coercion against developing countries"
281122,"developing countries, land-locked development"
281123,"Nicaragua, development, resolution, trade embargo"
281124,"co-operation, environment, resolution"
281125,"Palestinian people, living condition"
281126,"external debt problem, international cooperation"
281127,"Lebanon, reconstruction, resolution"
281128,"Chad, economic assistance, resolution"
281129,"front-line States, general assistance, resolution"
281130,"Maldives, disaster relief, resolution"
281131,"Assistance to El Salvador, El Salvador, General Assembly"
281132,"Central America, Special economic assistance"
281133,"Africa, African Republic, Benin, Gambia, Madagascar, Vanuatu"
281134,"Middle East, Middle East resolution"
281135,"Middle East, Middle East resolution"
281136,"Middle East, Middle East resolution"
281137,"Middle East, Middle East resolution"
281138,"Committee on Relations with the Host Country, General Assembly"
281145,"Lebanon, United Nations Interim Force"
281146,"General Assembly, reimbursement, troop-contributing States"
281147,"biennium 1988-1989, budget appropriations, resolution"
281148,"assure, nuclear weapon, nuclear weapons, resolution"
281330,"General Assembly, Palestine Liberation Organization office, Palestine Liberation Organization office in New York, closure, resolution"
281331,"General Assembly, Palestine Liberation Organization office, Palestine Liberation Organization office in New York, closure, resolution"
281332,"Committee on Relations with the Host Country, General Assembly"
281336,"Committee on Relations with the Host Country, General Assembly"
281348,"League of Arab States, United Nations, co-operation, cooperation between the United States"
281349,"General Assembly, International Court of Justice of 27 June 1986, Nicaragua, compliance, military, military paramilitary activities, paramilitary activities, resolution"
281350,"African Union, African Unity, United Nations"
281351,"Pretoria, racial elections, resolution"
281352,"Mayotte, comorian sland, resolution"
281353,"law of the sea, resolution"
281354,"Kampuchea, resolution"
281355,"Palestinian people, intifadah, resolution"
281356,"General Assembly, people to peace, resolution"
281357,"South Atlantic, cooperation, peace and co-operation of the South Atlantic"
281359,"Africa, Namibia, South Africa, resolution, territory"
281360,"Falkland Island (Malvinas), resolution"
281361,"Namibia, Security Council resolution 435 (1978)"
281362,"UN Council for Namibia, programme of work, resolution"
281363,"General Assembly, Namibia, immediate independence, information, public opinion, resolution"
281364,"UN Fund for Namibia, resolution"
281365,"Charter of the United Nations, Non-Self-Governing Territories"
281366,"Africa, Colonial Countries, Colonial Countries and Peoples, Declaration on the Granting of Independence to Colonials and other interests, General Assembly, Namibia, apartheid, colonialism, foreign economic interests, racial discrimination, resolution, southern Africa"
281367,"Colonial Countries and Peoples, Declaration on the granting of Independence to Colonialization, General Assembly, United Nations, resolution"
281368,"Western Sahara, resolution"
281369,"Colonial Countries and People, Declaration on the granting of Independence to Colonials and People"
281370,"decolonization, resolution"
281371,"Colonialism, International Decade for the Eradication"
281373,"Committee on Relations with the Host Country, General Assembly"
281374,"Committee on Relations with the Host Country, General Assembly"
281375,"South Africa, apartheid, liberation struggle, resolution"
281376,"South Africa, apartheid, military collaboration with South Africa"
281377,"General Assembly, South Africa, apartheid of the Government of South Africa, mandatory sanctions, resolution"
281378,"General Assembly, South Africa, apartheid, racist South Africa, resolution"
281379,"Israel, South Africa, apartheid of the Government of South Africa"
281380,"Apartheid, General Assembly, South Africa, Special Committee, apartheid, resolution"
281381,"Africa, General Assembly, South Africa, apartheid, dissemination of information against the policies of apartheid of the regime of racist South Africa, racist South Africa, resolution"
281382,"South Africa, apartheid, oil embargo"
281383,"South Africa, apartheid, elimination, resolution"
281385,"Middle East, Middle East resolution"
281386,"Middle East, Middle East resolution"
281387,"Middle East, Middle East resolution"
281388,"Palestine refugees, UN Relief and Work Agency, resolution"
281389,"Member States of grants and scholarships for higher education, Palestine Refugees, Palestine refugees, UN Relief and Works Agency, vocational training"
281390,"General Assembly, Israel, Palestine refugees, UN Relief and Work Agency, resolution"
281391,"General Assembly, Palestine refugees, UN Relief and Work Agency, resolution"
281392,"General Assembly, UN Relief and Work Agency for Palestine Refugees in the Near East, refugees, resolution, return of population, return of population and refugees"
281393,"Palestine Refugees, Palestine refugee properties, UN Relief and Work Agency, resolution"
281394,"Palestine refugees, UN Relief and Work Agency for Palestines in the Near East, resolution"
281395,"Al-Quds, Jerusalem, Palestine refugees, UN Relief and Work Agency for Palestine Refugees in the Near East, resolution"
281396,"Human Rights of the Population of the Occupied Territories, Israeli Practices, Occupied Territories, Resolution"
281397,"Human Rights of the Population of the Occupied Territories, Israeli Practices, Occupied Territories, Resolution"
281398,"Human Rights of the Population of the Occupied Territories, Israeli Practices, Occupied Territories, Resolution"
281399,"Human Rights of the Population of the Occupied Territories, Israeli Practices, Occupied Territories, Resolution"
281400,"Human Rights of the Population of the Occupied Territories, Israeli Practices, Occupied Territories, Resolution"
281401,"Human Rights of the Population of the Occupied Territories, Israeli Practices, Occupied Territories, Resolution"
281402,"Human Rights of the Population of the Occupied Territories, Israeli Practices, Occupied Territories, Resolution"
281403,"General Assembly, information, resolution"
281404,"General Assembly, information, resolution"
281406,"cessation, nuclear-test explosions"
281407,"cessation, nuclear-test explosions"
281408,"comprehension, nuclear-test-ban treaty"
281409,"South Asia, nuclear-weapon-free zone"
281410,"General Assembly, non-nuclear-weapon States, non-nuclear-weapons, nuclear weapon, nuclear weapon use, resolution, security"
281411,"assure, nuclear weapon, nuclear weapons, resolution"
281412,"arms race, outer space, resolution"
281413,"Africa, Declaration on the Denuclearization of Africa"
281414,"Africa, Declaration on the Denuclearization of Africa, nuclear capability"
281415,"development, mass destruction, resolution"
281416,"bilateral nuclear-arms negotiation, complete disarmament"
281417,"complete disarmament, military"
281418,"General Assembly, disarmament, resolution"
281419,"complete disarmament, international arms transfer, resolution"
281420,"complete disarmament, radiological weapons, stockpiling"
281421,"complete disarmament, fissionable material, resolution"
281422,"General Assembly, disarmament, naval armament"
281423,"comprehensive UN study, nuclear weapon"
281424,"bilateral nuclear-arms negotiations, complete disarmament"
281425,"complete disarmament, radioactive wastes"
281426,"conventional disarmament, regional scale"
281427,"complete disarmament, radioactive wastes"
281428,"General Assembly, disarmament, international security, resolution"
281429,"General Assembly, arms freeze, nuclear arms, nuclear arms freeze"
281430,"General Assembly, disarmament campaign, general disarmament campaign"
281431,"Convention on the Prohibition of the Use, General Assembly, Nuclear Weapon, resolution"
281432,"General Assembly, general assembly, international security, resolution, scientific and technological development, scientific and technological developments"
281433,"General Assembly, disarmament, resolution"
281434,"General Assembly, non-use of nuclear weapons, nuclear war, nuclear weapons, resolution"
281435,"General Assembly, International cooperation for disarmament, disarmament, resolution"
281436,"General Assembly, climatic effects, nuclear conditions, nuclear war, nuclear winter, war"
281437,"General Assembly, nuclear disarmament, nuclear-arms, race and nuclear disarmament, recommendations and decisions, resolution"
281438,"General Assembly, nuclear war, recommendations and decisions, resolution"
281439,"Disarmament, Disarmament resolution, General Assembly, general assembly, recommendations and decisions"
281440,"General Assembly, armaments race, economic and social consequences, recommendations and decisions, resolution, security, social consequences"
281441,"Disarmament, Disarmament resolution, General Assembly, general assembly, recommendations and decisions"
281442,"Israeli nuclear armament, resolution"
281443,"resolution, verification"
281444,"3th Review Conference, General Assembly, Non protection of nutclear weapon, Non-Proliferation of Nuclear Weapon"
281445,"Antarctica, General Assembly"
281446,"Antarctica, General Assembly"
281447,"General Assembly, International situation, political dialogue, resolution"
281448,"Declaration on the Preparation of Societies for Life in Peace, peace, societies for Life in Peace"
281449,"Declaration on the Strengthening of International Security, International Security"
281450,"Charter of the United Nations, General Assembly, international peace and security"
281451,"Africa, South Africa, assistance, colonialist régime, human rights, resolution"
281452,International Convention on the Suppression and Punishment of Crime of Apartheid
281453,"General Assembly, colonial countries, human rights, independence, resolution, self-determination"
281454,"General Assembly, exercise of people to self-determination, mercenaries, resolution, self-determination"
281455,"General Assembly, Human rights, scientific and technological development"
281456,"interdependence of economic and political ights, interdivisibility, social rights"
281457,"General Assembly, fundamental freedoms, human rights, property"
281458,"General Assembly, United Nations System, fundamental freedoms, human rights, resolution"
281459,"General Assembly, United Nations System, fundamental freedoms, human rights, resolution"
281460,"Islamic Republic of Iran, resolution"
281461,"General Assembly, migrant workers, resolution"
281462,"General Assembly, economy, resolution, social life"
281463,"Chile, fundamental freedoms, human rights, resolution"
281464,"African Union, Arab States, General Assembly, United Arab States, national liberation movement, resolution"
281465,"African Union, Arab States, General Assembly, United Arab States, national liberation movement, resolution"
281466,"international economic order, international law, resolution"
281467,"General Assembly, disputes between States, resolution"
281468,"Draft Code of Crimes, Mankind"
281469,"General Assembly, Good neighbourliness between States"
281470,"General Assembly, Good neighbourliness between States"
281472,"Palestinian people, resolution"
281473,"International Development Strategy, United Nations Development Decade"
281474,"Nicaragua, development, resolution, trade embargo"
281475,International Conference on Money and Finance
281476,eradication of poverty
281477,"General Assembly, official development assistance"
281478,"debt crisis, development, resolution"
281479,"front-line States, general assistance, resolution"
281480,"Committee on Conference on Conference, General Assembly"
281481,"United Nations Disengagement Observer Force, financing"
281482,"Lebanon, United Nations Interim Force"
281673,"Palestine, resolution"
281674,"Palestine, resolution"
281675,"Palestine, resolution"
281676,"Palestine, resolution"
281677,"Palestine, resolution"
281687,"Palestine, resolution"
281697,"Africa, South Africa, death entence, resolution"
281698,"Palestinian People, intifadah, resolution"
281699,"League of Arab States, United Nations, co-operation, cooperation between the United States"
281700,"Mayotte, comorian sland, resolution"
281702,"countries of origin, cultural property, resolution"
281706,"South Atlantic, cooperation, peace and co-operation of the South Atlantic"
281707,"Kampuchea, resolution"
281708,African Alternative Framework to Structural Adjustment Programmes for Socio-Economic Recovery
281709,"law of the sea, resolution"
281710,"South Africa, liberation struggle, resolution"
281711,"South Africa, racist regime, resolution"
281712,"South Africa, co-ordination, racist South Africa, resolution"
281713,"Africa, apartheid economy, financial pressure"
281714,"Israel, South Africa, relations, resolution"
281715,"Apartheid, General Assembly, Special Committee"
281716,"South Africa, oil embargo"
281717,"South Africa, military collaboration, resolution"
281718,"apartheid, elimination, resolution"
281719,"Commission against Apartheid in Sports, General Assembly"
281720,"international economic order, international law, resolution"
281721,"General Assembly, disputes between States, resolution"
281722,"Draft Code of Crimes, Mankind"
281723,"Middle East, Middle East resolution"
281725,"Middle East, Middle East resolution"
281726,"Middle East, Middle East resolution"
281727,"Palestine, resolution"
281728,"Palestine, resolution"
281729,"Palestine, resolution"
281730,"Palestine, resolution"
281731,"General Assembly, International Court of Justice of 27 June 1986, Nicaragua, compliance, military, military paramilitary activities, paramilitary activities, resolution"
281732,"Palestine refugees, resolution"
281733,"development, grants and scholarships for higher education, resolution"
281734,"Israel, Palestine, refugees, resolution"
281735,"Palestine refugees, resolution"
281736,"refugees, resolution"
281737,"Palestine refugees, resolution"
281738,"Palestine refugees, resolution"
281739,"Al-Quds, Jerusalem, Palestine refugees, resolution"
281740,"General Assembly, Palestine Refugees in the Near East, Palestinian territory, UN Relief and Work Agency, UN Relief and Works Agency for Palestine, educational institutions, refugees, resolution, security"
281741,"Human Rights of the Population of the Occupied Territories, Israeli Practices, Occupied Territories, Resolution"
281742,"Human Rights of the Population of the Occupied Territories, Israeli Practices, Occupied Territories, Resolution"
281743,"Human Rights of the Population of the Occupied Territories, Israeli Practices, Occupied Territories, Resolution"
281744,"Human Rights of the Population of the Occupied Territories, Israeli Practices, Occupied Territories, Resolution"
281746,"Human Rights of the Population of the Occupied Territories, Israeli Practices, Occupied Territories, Resolution"
281747,"Human Rights of the Population of the Occupied Territories, Israeli Practices, Occupied Territories, Resolution"
281748,"Human Rights of the Population of the Occupied Territories, Israeli Practices, Occupied Territories, Resolution"
281749,"General Assembly, information, resolution"
281750,"General Assembly, World economy, resolution, social situation"
281751,"General Assembly, United Nations, fundamental freedoms, human rights, resolution"
281752,International Convention on the Suppression and Punishment of Crime of Apartheid
281753,"General Assembly, colonial countries, human rights, independence, resolution, self-determination"
281754,"General Assembly, exercise of people to self-determination, mercenaries, resolution, self-determination"
281755,"Charter of the United Nations, Non-Self-Governing Territories"
281756,"Africa, Colonial Countries, Colonial Countries and Peoples, Declaration on the Granting of Independence to Colonials and other interests, General Assembly, Namibia, apartheid, colonialism, foreign economic interests, racial discrimination, resolution, southern Africa"
281757,"Colonial Countries and Peoples, Declaration on the granting of Independence to Colonialization, General Assembly, United Nations, resolution"
281758,"Colonial Countries and People, Colonial Countries and Peoples, Declaration on the granting of Independence to Colonials and People, General Assembly, Independence"
281759,"Colonial Countries and People, Declaration on the granting of Independence to Colonials and People"
281760,"decolonization, resolution"
281761,"Additional Protocol I of the Treaty for the Prohibition of Nuclear Weapon, Additional Protocol I of the Treaty for the Prohibition of Nuclear Weapon in Latin America (Treaty of Tlatelolco), General Assembly, Latin America, Tlatelolco"
281762,"cessation, nuclear-test explosions"
281763,"Nuclear Weapon Tests, Outer Space, Outer Space and under Water, outer resolution"
281764,"comprehension, nuclear-test-ban treaty"
281766,"South Asia, nuclear-weapon-free zone"
281767,"General Assembly, non-nuclear-weapon States, non-nuclear-weapons, nuclear weapon, nuclear weapon use, resolution, security"
281768,"assure, nuclear weapon, nuclear weapons, resolution"
281769,"arms race, outer space, resolution"
281770,"Africa, Declaration on Denuclearization of Africa"
281771,"Nuclear capability, South Africa"
281772,"military budget, resolution"
281773,"general Assembly, military budget, resolution"
281774,"radiological weapons, stockpiling"
281775,Bilateral nuclear-arms negotiations
281776,"General Assembly, military, resolution"
281777,"disarmament, resolution"
281778,"fissionable material, resolution, weapons"
281779,"General Assembly, military resources, resolution"
281780,Bilateral nuclear-arms negotiations
281781,"disarmament, naval armament"
281782,"General Assembly, arms transfer, resolution"
281783,"Defensive security, General Assembly"
281784,"dumping of radioactive wastes, resolution"
281785,"conventional disarmament, regional scale"
281786,"World Disarmament Campaign, World War II"
281787,"convention on the prohibition of the use of Nuclear Weapon, resolution"
281788,"General Assembly, Nuclear-arms freeze"
281789,"Caribbean, Caribbean resolution, Latin America, UN Regional Centre for Peace, UN regional centres for peace and disarmament, disarmament and development"
281790,"international security, technological development"
281791,"disarmament resolution, technology"
281792,"disarmament resolution, disorution"
281793,"nuclear weapon, resolution"
281794,"Disarmament Resolution, General Assembly"
281795,"cessation, nuclear war, race"
281796,South Pacific Nuclear-Free-Zone Treaty
281797,"Declaration of the Indian Ocean as a Zone of Peace, Indian Ocean"
281798,"Israeli nuclear armament, resolution"
281799,"disarmament, disarmament resolution, disorution"
281800,"Declaration on the Strengthening of International Security, International Security"
281801,"Death Penalty, General Assembly, International Covenant on Civil and Political Right Aiming, abolition, death penalty, resolution"
281802,"interdependence of economic and political ights, interdivisibility, social rights"
281803,"General Assembly, electoral processes, national overeignty, non-interference, resolution"
281804,"Chile, human rights, resolution"
281805,"Commission on Human Rights, fundamental freedoms, human rights, resolution"
281806,"Angola, economic rehabilitation, resolution"
281807,"Charter of Economic Rights and Duties of States, Economic rights of States"
281808,"Palestinian people, living condition, resolution"
281809,"General Assembly, Special assistance"
281810,"external debt problem, resolution"
281811,"developing countries, land-locked development"
281812,"Economic measures, Economic resolution, Political and economic coercion against developing countries"
281813,"Nicaragua, development, resolution, trade embargo"
281814,"Commodities, General Assembly"
281815,"General Assembly, countries, economic growth, resolution, sustainable development, transfer of resources"
281816,"Palestinian people, resolution"
281817,"Central America, United States of America in Panama, military intervention, resolution"
282037,"Antarctica, General Assembly"
282038,"Antarctica, General Assembly"
282055,"Namibia, resolution"
282083,"comorian Island of Mayotte, resolution"
282086,"Charter of the United Nations, Non-Self-Governing Territories"
282087,"Africa, Declaration on the Granting of Independence to Colonial Countries and People, Declarations on the granting of independence, apartheid, colonial domination, colonialism, discrimination, economy, foreign and other interests, independence, racial discrimination, southern Africa, the granting of Independence to Colonial Countries and Peoples in Territories"
282088,"Colonial Countries and Peoples, Declaration on the granting of Independence to Colonialization, General Assembly, United Nations, resolution"
282089,"Colonial Countries and People, Declaration on the granting of Independence to Colonials and People"
282090,"Colonial Countries and People, Declaration on the granting of Independence to Colonials and People"
282091,"decolonization, resolution"
282092,"African Union, Arab States, General Assembly, United Arab States, national liberation movement, resolution"
282093,"diplomatic and consular missions, effective measures, resolution, security"
282094,"Charter of the United Nations, General Assembly, Organization, Special Committee, resolution"
282095,"United Nations, rationalization, resolution"
282096,"South Atlantic, cooperation, peace and co-operation of the South Atlantic"
282097,"Guam, general Assembly, resolution"
282102,"Caribbean, General Assembly, Latin America, Tlatelolco, additional protocol I of the Treaty for the Prohibition of Nuclear Weapon, additional protocol I of the Treaty for the Prohibition of Nuclear Weapon in Latin America and the Caribbean (Treaty of Tlatelolco), general assembly resolution 44/104"
282103,"cessation, nuclear-test explosions"
282104,"Nuclear Weapon Tests, Outer Space, Outer Space and under Water, outer resolution"
282105,"comprehension, nuclear-test-ban treaty"
282106,"South Asia, nuclear-weapon-free zone"
282107,"assure, nuclear weapon, nuclear weapons, resolution"
282108,"ARMS RACE, REVENTION OF AN ARMSRACE"
282109,"CONFIDENCE-BUILDING MEASURES, OUTTER SPACE"
282110,"AFRICA, DENUCLEARIZATION OF AFRICA"
282111,CAPABILITY OF SOUTH AFRICA
282112,Bilateral nuclear-arms negotiations
282113,Bilateral nuclear-arms negotiations
282114,"attack on nuclear facilities, resolution"
282115,"dumping, radioactive wastes"
282116,"fissionable material, resolution, weapons"
282117,"civilian endeavours, military, resolution"
282118,"Defensive security, General Assembly"
282119,"General Assembly, Regional disarmament resolution"
282120,"convention on the prohibition of the use of Nulear Weapon, resolution"
282121,"General Assembly, Nuclear-arms freeze"
282122,"international security, technological development"
282123,"disarmament, nuclear war, resolution"
282124,"Disarmament Resolution, General Assembly"
282125,"Comprehentive Programme on Disarmament Resolution, General Assembly"
282126,"Israeli nuclear armament, resolution"
282127,"Palestine, resolution"
282128,"Palestine, resolution"
282129,"Palestine, resolution"
282130,"International Peace Conference on the Middle East, Middle East"
282131,"Palestinian people, intifadah, resolution"
282135,"Palestine refugees, UNRWA, resolution"
282136,"Palestine refugees, resolution, vocational training"
282137,"Israel, Palestine, refugees, resolution"
282138,"Palestine refugees, resolution"
282139,"refugees, resolution"
282140,"Palestine refugees, resolution"
282141,"Palestine refugees, resolution"
282142,"Al-Quds, Jerusalem, Palestine refugees, resolution"
282143,"General Assembly, Palestinian students and educational institutions, Palestinian territory, UNRWA, security"
282144,"Arabs, Arabs of the Occupied Territories, General Assembly, Human Rights of the Palestinian People and Other Arabs, Israeli Practices, Palestinian People, Special Committee to Investigate Israeli practices, resolution"
282145,"Arabs, Arabs of the Occupied Territories, General Assembly, Human Rights of the Palestinian People and Other Arabs, Israeli Practices, Palestinian People, Special Committee to Investigate Israeli practices, resolution"
282146,"Arabs, Arabs of the Occupied Territories, General Assembly, Human Rights of the Palestinian People and Other Arabs, Israeli Practices, Palestinian People, Special Committee to Investigate Israeli practices, resolution"
282147,"Arabs, Arabs of the Occupied Territories, General Assembly, Human Rights of the Palestinian People and Other Arabs, Israeli Practices, Palestinian People, Special Committee to Investigate Israeli practices, resolution"
282148,"Arabs, Arabs of the Occupied Territories, General Assembly, Human Rights of the Palestinian People and Other Arabs, Israeli Practices, Palestinian People, Special Committee to Investigate Israeli practices, resolution"
282149,"Arabs, Arabs of the Occupied Territories, General Assembly, Human Rights of the Palestinian People and Other Arabs, Israeli Practices, Palestinian People, Special Committee to Investigate Israeli practices, resolution"
282150,"Arabs, Arabs of the Occupied Territories, General Assembly, Human Rights of the Palestinian People and Other Arabs, Israeli Practices, Palestinian People, Special Committee to Investigate Israeli practices, resolution"
282151,"Declaration of the Indian Ocean as a Zone of Peace, Indian Ocean"
282152,"Declaration on the Strengthening of International Security, International Security"
282153,"League of Arab States, United Nations, co-operation, cooperation between the United States"
282154,"Middle East, Middle East resolution"
282155,"Middle East, Middle East resolution"
282156,"Middle East, Middle East resolution"
282157,"Africa, South Africa, assistance, colonialist régime, human rights, resolution"
282158,"General Assembly, World economy, resolution, social situation"
282159,"Antarctica, General Assembly"
282160,"Antarctica, General Assembly"
282161,International Convention on the Suppression and Punishment of Crime of Apartheid
282162,"General Assembly, United Nations, fundamental freedoms, human rights, resolution"
282163,"General Assembly, colonial countries, human rights, independence, resolution, self-determination"
282164,"General Assembly, exercise of people to self-determination, mercenaries, resolution, self-determination"
282165,"law of the sea, resolution"
282167,"General Assembly, genuine elections, resolution"
282168,"General Assembly, electoral processes, national overeignty, non-interference, resolution"
282169,International Year for the World’ Indigenous People
282170,"Kuwait, human rights, resolution"
282171,"eradicating apartheid, resolution"
282172,"South Africa, military collaboration, resolution"
282173,"Israel, South Africa, relations, resolution"
282174,"Apartheid, General Assembly, Special Committee"
282175,"South Africa, oil embargo"
282176,"Commission against Apartheid in Sports, General Assembly"
282178,"Palestinian people, resolution"
282179,"Entrepreneurship, General Assembly"
282474,"comorian Island of Mayotte, resolution"
282476,"countries of origin, cultural property, resolution"
282479,"International Atomic Energy Agency, atomic energy, resolution"
282481,"South Atlantic, cooperation, peace, resolution"
282484,"Arab States, Cooperation between the United States and the League of Arab States, United Nations, United States"
282485,"Nuclear Weapon Tests, Outer Space, Outer Space and under Water, outer resolution"
282486,"comprehension, nuclear-test-ban treaty"
282487,"South Asia, nuclear-weapon-free zone"
282488,"assure, nuclear weapon, nuclear weapons, resolution"
282489,"arms race, outer space, resolution"
282490,"Africa, Denuclearization of Africa, nuclear capacity"
282491,"General Assembly, Regional disarmament resolution"
282492,Bilateral nuclear-arms negotiations
282493,"General Assembly, nuclear-arms freeze"
282494,"General Assembly, Nuclear Weapon, convention on prohibition of use of nutclear nutrition, general Assembly, resolution"
282495,"Comprehensive Programme of Disarmament, General Assembly, recommendations and decisions, resolution"
282496,"Disarmament, Disarmament resolution, General Assembly, general assembly, recommendations and decisions"
282497,"Israeli nuclear armament, resolution"
282498,"Antarctica, General Assembly"
282499,"Antarctica, General Assembly"
282500,"fissionable material, resolution, weapon"
282501,"Palestine refugees, UN Relief and Work Agency for Palestine Refugees in the Near East (UNRWA), resolution"
282502,"development, grants and scholarships for higher education, resolution"
282503,"Israel, Palestine refugees, resolution"
282504,"Palestine refugees, resolution"
282505,"General Assembly, refugees, resolution"
282506,"Palestine refugees, resolution"
282508,"Palestine refugees, resolution"
282509,"Al-Quds, Jerusalem, al-quds, resolution"
282510,"Palestinian students and educational institutions, Palestinian territory, UNRWA, resolution, security"
282511,"Arabs, Arabs of the Occupied Territories, General Assembly, Human Rights of the Palestinian People and Other Arabs, Israeli Practices, Palestinian People, Special Committee to Investigate Israeli practices, resolution"
282512,"Arabs, Arabs of the Occupied Territories, General Assembly, Human Rights of the Palestinian People and Other Arabs, Israeli Practices, Palestinian People, Special Committee to Investigate Israeli practices, resolution"
282513,"Arabs, Arabs of the Occupied Territories, General Assembly, Human Rights of the Palestinian People and Other Arabs, Israeli Practices, Palestinian People, Special Committee to Investigate Israeli practices, resolution"
282514,"Arabs, Arabs of the Occupied Territories, General Assembly, Human Rights of the Palestinian People and Other Arabs, Israeli Practices, Palestinian People, Special Committee to Investigate Israeli practices, resolution"
282515,"Arabs, Arabs of the Occupied Territories, General Assembly, Human Rights of the Palestinian People and Other Arabs, Israeli Practices, Palestinian People, Special Committee to Investigate Israeli practices, resolution"
282516,"Arabs, Arabs of the Occupied Territories, General Assembly, Human Rights of the Palestinian People and Other Arabs, Israeli Practices, Palestinian People, Special Committee to Investigate Israeli practices, resolution"
282517,"Arabs, Arabs of the Occupied Territories, General Assembly, Human Rights of the Palestinian People and Other Arabs, Israeli Practices, Palestinian People, Special Committee to Investigate Israeli practices, resolution"
282518,"armament, resolution, transparency"
282519,"General Assembly, UN Regional Centre for Peace and Disarmament, resolution"
282520,"Declaration of the Indian Ocean as a Zone of Peace, Indian Ocean"
282521,"international economic order, international law, resolution"
282522,"Charter of the United Nations, Non-Self-Governing Territories"
