resolution,legacy_undl_id,Geopolitical,Thematic,Action
A/RES/45/74E,282149,Israel;Palestine;Occupied Territories,Human Rights,Investigation
A/RES/45/74F,282150,Israel;Palestine;Occupied Territories,Human Rights,Investigation
A/RES/45/77,282151,Indian Ocean,Zone of Peace;Declaration,Implementation
A/RES/45/80,282152,,Declaration on the Strengthening of International Security; International Security,Review; Implementation
A/RES/45/82,282153,United Nations;League of Arab States,Co-operation,
A/RES/45/83A,282154,Middle East,,
A/RES/45/83B,282155,Middle East,,
A/RES/45/83C,282156,Middle East,,
A/RES/45/84,282157,South Africa,Human Rights;Political Assistance;Military Assistance;Economic Assistance;Racism;Colonialism,Enjoyment
A/RES/45/87,282158,,World social situation,
A/RES/45/78B,282159,Antarctica,,
A/RES/45/78A,282160,Antarctica,,
A/RES/45/90,282161,,International Convention; Suppression; Punishment; Crime of Apartheid,
A/RES/45/96,282162,,United Nations system;Human rights;Fundamental freedoms,Improvement;Enjoyment
A/RES/45/130,282163,colonial countries;peoples,right of peoples to self-determination;independence;human rights,realization;granting;guarantee;observance
A/RES/45/132,282164,,Mercenaries;Human Rights;Right of Peoples to Self-Determination,Violation;Impediment
A/RES/45/145,282165,,Law of the Sea,
A/RES/45/150,282167,,Principle of periodic and genuine elections,Enhancement
A/RES/45/151,282168,States,National sovereignty;Non-interference;Electoral processes,Respect
A/RES/45/164,282169,World,Indigenous People,International Year
A/RES/45/170,282170,Kuwait,Human Rights,
A/RES/45/176B,282171,,Apartheid,Eradication; Measures
A/RES/45/176C,282172,South Africa,Military collaboration,
A/RES/45/176D,282173,South Africa;Israel,Relations,
A/RES/45/176E,282174,,Apartheid,Programme of work
A/RES/45/176F,282175,South Africa,Oil embargo,Embargo
A/RES/45/176G,282176,,Apartheid in Sports,Support
A/RES/45/183,282178,Palestinian people,Assistance,
A/RES/45/188,282179,,Entrepreneurship,
A/RES/46/9,282474,Comorian Island of Mayotte,,
A/RES/46/10,282476,countries of origin,cultural property,return; restitution
A/RES/46/16,282479,,International Atomic Energy Agency,Report
A/RES/46/19,282481,South Atlantic,Zone of peace; Cooperation,
A/RES/46/24,282484,United Nations;League of Arab States,Cooperation,
A/RES/46/28,282485,,Treaty Banning Nuclear Weapon Tests; Atmosphere; Outer Space; Water,Amendment
A/RES/46/29,282486,,Nuclear-test-ban treaty,Adoption
A/RES/46/31,282487,South Asia,Nuclear-weapon-free zone,Establishment
A/RES/46/32,282488,non-nuclear-weapon States,nuclear weapons,assurance
A/RES/46/33,282489,,Arms Race; Outer Space,Prevention
A/RES/46/34A,282490,Africa; South Africa,Denuclearization; Nuclear Capacity,Implementation
A/RES/46/36I,282491,Regional,Disarmament,
A/RES/46/36J,282492,,Nuclear-arms,Negotiations
A/RES/46/37C,282493,,Concluding Document;nuclear-arms freeze,Review;Implementation
A/RES/46/37D,282494,,Concluding Document of the 12th Special Session; Convention on Prohibition of Use of Nuclear Weapons; Nuclear Weapons,Review; Implementation; Prohibition
A/RES/46/38B,282495,,Disarmament,Review; Implementation; Recommendation; Decision
A/RES/46/38C,282496,,Disarmament,Review; Implementation; Recommendation; Decision; Adoption
A/RES/46/39,282497,Israel,Nuclear armament,
A/RES/46/41A,282498,Antarctica,,
A/RES/46/41B,282499,Antarctica,,
A/RES/46/36D,282500,,Fissionable material; Weapon purposes,Production
A/RES/46/46A,282501,Palestine; Near East,Relief; Assistance; Refugees,Assistance
A/RES/46/46D,282502,Palestine,Higher Education;Palestine Refugees,Offers;Grants;Scholarships
A/RES/46/46E,282503,Palestine; Palestinian territory; Israel,Refugees,
A/RES/46/46F,282504,Palestine,Refugees,Resumption; Distribution
A/RES/46/46G,282505,,Population;Refugees,Return
A/RES/46/46H,282506,Palestine,Refugees;Properties;Revenues,
A/RES/46/46I,282508,Palestine,Protection; Refugees,
A/RES/46/46J,282509,University of Jerusalem; Al-Quds,,
A/RES/46/46K,282510,Palestinian territory,Protection; Educational institutions; Security; UNRWA,Safeguarding
A/RES/46/47A,282511,Israel;Palestine;Occupied Territories,Human Rights,Investigation
A/RES/46/47B,282512,Israel;Palestine;Occupied Territories,Human Rights,Investigation
A/RES/46/47C,282513,Israel;Palestine;Occupied Territories,Human Rights,Investigation
A/RES/46/47D,282514,Israel;Palestine;Occupied Territories,Human Rights,Investigation
A/RES/46/47E,282515,Israel;Palestine;Occupied Territories,Human Rights,Investigation
A/RES/46/47F,282516,Israel;Palestine;Occupied Territories,Human Rights,Investigation
A/RES/46/47G,282517,Israel;Palestine;Occupied Territories,Human Rights,Investigation
A/RES/46/36L,282518,,Transparency in armaments,
A/RES/46/37F,282519,UN Regional Centres,Peace;Disarmament,Review;Implementation
A/RES/46/49,282520,Indian Ocean,Zone of Peace,Implementation; Declaration
A/RES/46/52,282521,,International Law;International Economic Order,Development
A/RES/46/63,282522,Non-Self-Governing Territories,Information,Transmission
A/RES/46/64,282523,southern Africa,foreign economic interests;Declaration on the Granting of Independence to Colonial Countries and Peoples;colonial domination;colonialism;apartheid;racial discrimination,implementation;elimination;efforts
A/RES/46/65,282524,Colonial Countries;Peoples,Declaration;Independence,Implementation
A/RES/46/71,282525,Colonial Countries;Colonial Peoples,Declaration;Independence,Implementation;Granting
A/RES/46/72,282527,,Decolonization,Dissemination of information
A/RES/46/74A,282528,Palestine,,
A/RES/46/74B,282529,Palestine,,
A/RES/46/74C,282530,Palestine,,
A/RES/46/75,282531,Middle East,International Peace,Conference
A/RES/46/76,282532,Palestinian people,Uprising,
A/RES/46/78,282533,,Law of the Sea,
A/RES/46/79B,282534,,Apartheid,Programme of work
A/RES/46/79C,282535,South Africa,Military collaboration,Collaboration
A/RES/46/79D,282536,South Africa;Israel,Relations,
A/RES/46/79E,282537,South Africa,Oil embargo,Embargo
A/RES/46/82A,282540,Middle East,,
A/RES/46/82B,282541,Middle East,,
A/RES/46/84,282542,,International Convention on the Suppression and Punishment of the Crime of Apartheid,Suppression; Punishment
A/RES/46/86,282543,,Racism;Racial Discrimination,Elimination
A/RES/46/87,282544,colonial countries;peoples,right of peoples to self-determination;independence;human rights,realization;granting;guarantee;observance
A/RES/46/89,282545,,Mercenaries;Human Rights;Right of Peoples to Self-Determination,Violation;Impediment
A/RES/46/95,282546,,World social situation,
A/RES/46/117,282547,,United Nations System;Human Rights;Fundamental Freedoms,Improvement
A/RES/46/130,282548,States,National sovereignty;Non-interference;Electoral processes,Respect
A/RES/46/134,282549,Iraq,Human Rights,
A/RES/46/135,282550,Kuwait;Iraq,Human Rights,
A/RES/46/137,282551,,Principle of periodic and genuine elections,Enhancement
A/RES/46/153,282552,Africa,Crime;Treatment of Offenders,Prevention
A/RES/46/162,282553,Palestinian territory,Living conditions,
A/RES/46/199,282554,Israel;Palestinian territory;Jerusalem;Arab territories,Economic effects,
A/RES/46/201,282555,Palestinian people,Assistance,
A/RES/46/210,282556,developing countries,economic measures;political coercion;economic coercion,means
A/RES/46/216,282557,Kuwait;Iraq,Environmental consequences,International cooperation;Mitigation
A/RES/46/242,282811,Bosnia and Herzegovina,,
A/RES/47/1,282817,,Security Council,Recommendation
A/RES/47/8,282824,,International Atomic Energy Agency,Report
A/RES/47/9,282825,Comorian Island of Mayotte,,
A/RES/47/12,282826,United Nations;League of Arab States,Cooperation,
A/RES/47/14,282830,Non-Self-Governing Territories,Information,Transmission
A/RES/47/15,282831,Southern Africa,Foreign economic interests; Declaration on the Granting of Independence to Colonial Countries and Peoples; Colonial domination; Colonialism; Apartheid; Racial discrimination,Implementation; Efforts; Elimination
A/RES/47/16,282832,Colonial Countries;Colonial Peoples,Declaration;Independence,Implementation
A/RES/47/19,282835,United States of America;Cuba,Economic embargo;Commercial embargo;Financial embargo,Ending
A/RES/47/23,282836,Colonial Countries;Colonial Peoples,Declaration;Independence,Implementation;Granting
A/RES/47/24,282837,,Decolonization,Dissemination of information
A/RES/47/29,282838,Organization of African Unity;League of Arab States,National Liberation Movements;Observer Status,Recognition
A/RES/47/43,282847,,Scientific and technological developments; International security,Impact
A/RES/47/46,282848,,Nuclear Weapon Tests; Atmosphere; Outer Space; Water,Amendment
A/RES/47/47,282849,,Nuclear-test-ban treaty,Adoption
A/RES/47/49,282850,South Asia,Nuclear-weapon-free zone,Establishment
A/RES/47/50,282851,non-nuclear-weapon States,nuclear weapons,assurance
A/RES/47/51,282852,,Arms race; Outer space,Prevention
A/RES/47/52A,282853,,Disarmament; Treaty on the Non-proliferation of Nuclear Weapons,Conference; Preparatory Committee
A/RES/47/52C,282854,,Prohibition; Production; Fissionable Material,Prohibition
A/RES/47/52J,282855,Regional,Disarmament,
A/RES/47/53C,282856,,Nuclear Weapons,Prohibition; Use
A/RES/47/53E,282857,,Nuclear-arms,Freeze
A/RES/47/54F,282858,United Nations,Disarmament,Review; Implementation; Recommendation; Decision
A/RES/47/55,282859,Israel,Nuclear armament,
A/RES/47/59,282860,Indian Ocean,Zone of Peace,Implementation
A/RES/47/60A,282861,,International Security,Review; Implementation; Strengthening
A/RES/47/60B,282862,,International Security,Maintenance
A/RES/47/63A,282863,Middle East,,
A/RES/47/63B,282864,Middle East,,
A/RES/47/64A,282865,Palestine,,
A/RES/47/64B,282866,Palestine,,
A/RES/47/64C,282867,Palestine,,
A/RES/47/64D,282868,Palestine,,
A/RES/47/64E,282869,Palestine,,
A/RES/47/65,282870,,Law of the Sea,
A/RES/47/69A,282871,Palestine; Near East,Relief; Assistance; Refugees,Assistance
A/RES/47/69D,282872,Palestine,Refugees,Grant; Scholarship
A/RES/47/69E,282873,Palestine,Refugees,
A/RES/47/69F,282874,Palestine,Refugees,Resumption; Distribution
A/RES/47/69G,282875,,Population;Refugees,Return
A/RES/47/69H,282876,Palestine,Refugees;Properties;Revenues,
A/RES/47/69I,282877,Palestine,Protection;Refugees,
A/RES/47/69J,282878,Jerusalem,,
A/RES/47/69K,282879,Palestine; Near East,Educational Institutions; UN Relief and Works Agency for Palestine Refugees,Protection
A/RES/47/70A,282880,Israel;Palestine;Occupied Territories,Human Rights,Investigation
A/RES/47/70B,282881,Israel;Palestine;Occupied Territories,Human Rights,Investigation
A/RES/47/70C,282882,Israel;Palestine;Occupied Territories,Human Rights,Investigation
A/RES/47/70D,282883,Israel;Palestine;Occupied Territories,Human Rights,Investigation
A/RES/47/70E,282884,Israel;Palestine;Occupied Territories,Human Rights,Investigation
A/RES/47/70F,282885,Israel;Palestine;Occupied Territories,Human Rights,Investigation
A/RES/47/70G,282886,Israel;Palestine;Occupied Territories,Human Rights,Investigation
A/RES/47/74,282887,South Atlantic,Zone of peace; Cooperation,
A/RES/47/53F,282888,Regional,Confidence-building measures,
A/RES/47/81,282890,,International Convention; Suppression; Punishment; Crime of Apartheid,
A/RES/47/82,282891,colonial countries;peoples,right of peoples to self-determination;independence;human rights,realization;granting;guarantee;observance
A/RES/47/84,282892,,Mercenaries;Human Rights;Right of Peoples to Self-Determination,Violation;Impediment
A/RES/47/89,282893,Africa,Crime;Treatment of Offenders,Prevention
A/RES/47/116D,282894,South Africa,Policies of apartheid; Oil embargo,Embargo
A/RES/47/116E,282895,South Africa,Policies of apartheid; Military collaboration,Collaboration
A/RES/47/116F,282896,South Africa; Israel,Policies of apartheid,Relations
A/RES/47/116G,282897,South Africa,Apartheid;Commission against Apartheid in Sports,Support
A/RES/47/121,282898,Bosnia and Herzegovina,,
A/RES/47/130,282899,States,National sovereignty;Non-interference;Electoral processes,Respect
A/RES/47/137,282900,,United Nations System;Human Rights;Fundamental Freedoms,Improvement
A/RES/47/138,282901,,Principle of periodic and genuine elections,Enhancement
A/RES/47/139,282902,Cuba,Human Rights,Resolution
A/RES/47/142,282903,Sudan,,
A/RES/47/145,282904,Iraq,Human Rights,
A/RES/47/146,282905,Islamic Republic of Iran,Human Rights,
A/RES/47/151,282906,Kuwait;Iraq,Environmental consequences,International cooperation;Mitigation
A/RES/47/170,282909,Palestinian people,Assistance,
A/RES/47/172,282910,Israel;Palestine;Jerusalem;Syrian Golan,Economic repercussions;Social repercussions;Israeli settlements,
A/RES/47/198,282911,Developing countries,International debt crisis;Development;External debt problems,International cooperation;Solution
A/RES/47/57,283166,Antarctica,,
A/RES/47/229,283200,,,
A/RES/48/14,283233,,International Atomic Energy Agency,Report
A/RES/48/15,283234,countries of origin,cultural property,return; restitution
A/RES/48/16,283235,United States of America;Cuba,Economic embargo;Commercial embargo;Financial embargo,Ending
A/RES/48/23,283246,South Atlantic,Zone of peace; Cooperation,
A/RES/48/28,283272,,Law of the Sea,
A/RES/48/40A,283273,Palestine,Assistance; Palestine refugees,
A/RES/48/40D,283274,Palestine,Higher Education;Vocational Training;Refugees,Offers;Grants;Scholarships
A/RES/48/40E,283275,Palestine; Palestinian territory; Israel,Refugees,
A/RES/48/40F,283276,,Population;Refugees,Return
A/RES/48/40G,283277,Palestine,Refugees;Properties;Revenues,
A/RES/48/40H,283278,Palestine,Protection; Refugees,
A/RES/48/40I,283279,Palestine,Palestine refugees,
A/RES/48/40J,283280,Palestinian,Protection;Educational Institutions;Security;Facilities;UNRWA,Safeguarding
A/RES/48/41A,283281,Israel;Palestine;Occupied Territories,Human Rights,Investigation
A/RES/48/41B,283282,Israel;Palestine;Occupied Territories,Human Rights,Investigation
A/RES/48/41C,283283,Israel;Palestinian People;Occupied Territories,Human Rights,Investigation
A/RES/48/41D,283284,Israel;Palestine;Occupied Territories,Human Rights,Investigation
A/RES/48/45,283285,Non-Self-Governing Territories,Information,Transmission
A/RES/48/46,283286,Colonial Countries; Territories under colonial domination,Foreign economic interests; Declaration on the Granting of Independence,Implementation
A/RES/48/47,283287,Colonial Countries;Peoples,Declaration;Independence,Implementation
A/RES/48/52,283288,Colonial Countries;Colonial Peoples,Declaration;Independence,Implementation;Granting
A/RES/48/53,283289,,Decolonization,Dissemination of information
A/RES/48/56,283290,Comorian Island of Mayotte,,
A/RES/48/59A,283291,Middle East; Jerusalem,,
A/RES/48/59B,283292,Middle East; Syrian Golan,,
A/RES/48/58,283293,Middle East,Peace Process,
A/RES/48/66,283294,,Scientific and technological developments; International security,Impact
A/RES/48/67,283295,,Science and Technology; International Security; Disarmament,Role
A/RES/48/68,283296,United Nations,Verification,Role
A/RES/48/69,283297,,Treaty Banning Nuclear Weapon Tests; Atmosphere; Outer Space; Water,Amendment
A/RES/48/74A,283298,,Arms Race; Outer Space,Prevention
A/RES/48/75C,283299,,Disarmament,Adoption
A/RES/48/75H,283300,,Illicit transfer; Conventional arms,Measures; Use
A/RES/48/75I,283301,Regional,Disarmament,
A/RES/48/75J,283302,regional;subregional levels,Conventional arms control,
A/RES/48/72,283303,South Asia,Nuclear-weapon-free zone,Establishment
A/RES/48/79,283304,,Conventional Weapons,Prohibition; Restriction
A/RES/48/82,283305,Indian Ocean,Zone of Peace;Declaration,Implementation
A/RES/48/83,283306,,Declaration on the Strengthening of International Security; International Security,Review; Implementation
A/RES/48/84A,283307,,International Security,Maintenance
A/RES/48/76A,283308,regional,confidence-building measures,review; implementation
A/RES/48/76B,283309,,Nuclear Weapons,Prohibition; Use
A/RES/48/78,283311,Israel,Nuclear Armament,
A/RES/48/73,283312,non-nuclear-weapon States,nuclear weapons,assurance
A/RES/48/88,283315,Bosnia and Herzegovina,,
A/RES/48/89,283316,,International Convention on the Suppression and Punishment of the Crime of Apartheid,Suppression; Punishment
A/RES/48/92,283317,,Mercenaries;Human Rights;Right of Peoples to Self-Determination,Violation;Impediment
A/RES/48/94,283318,colonial countries;peoples,right of peoples to self-determination;independence;human rights,realization;granting;guarantee;observance
A/RES/48/101,283319,Africa,Crime;Treatment of Offenders,Prevention
A/RES/48/123,283320,,United Nations System;Human Rights;Fundamental Freedoms,Improvement
A/RES/48/124,283321,States,National sovereignty;Non-interference;Electoral processes,Respect
A/RES/48/131,283322,,Principle of periodic and genuine elections,Enhancement
A/RES/48/142,283323,Cuba,Human Rights,
A/RES/48/144,283324,Iraq,Human Rights,
A/RES/48/145,283325,Islamic Republic of Iran,Human Rights,
A/RES/48/147,283326,Sudan,Human Rights,
A/RES/48/158A,283327,Palestine; Palestinian People,Inalienable Rights,Exercise
A/RES/48/158B,283328,Palestine,,
A/RES/48/158C,283329,,,
A/RES/48/158D,283330,Palestine,Peaceful settlement,Settlement
A/RES/48/168,283331,developing countries,economic measures;political coercion;economic coercion,means
A/RES/48/182,283332,Developing countries,External debt problems,International cooperation; Solution
A/RES/48/212,283333,Israel;Palestine;Jerusalem;Syrian Golan,Economic repercussions;Social repercussions;Israeli settlements,
A/RES/48/80,283556,Antarctica,,
A/RES/48/263,283566,,United Nations Convention on the Law of the Sea,Agreement; Implementation
A/RES/49/9,283584,United States of America;Cuba,Economic embargo;Commercial embargo;Financial embargo,Ending
A/RES/49/10,283587,Bosnia and Herzegovina,,
A/RES/50/38[B],283588,Individual territories,,
A/RES/49/18,283594,Comorian Island of Mayotte,,
A/RES/49/26,283601,South Atlantic,Zone of peace; Cooperation,
A/RES/49/28,283602,,Law of the Sea,
A/RES/49/33,283604,,Peaceful Uses of Outer Space,Enlargement
A/RES/49/35A,283605,Palestine,Assistance; Palestine refugees,
A/RES/49/35C,283606,,Persons displaced; Hostilities,
A/RES/49/35D,283607,Palestine,Grants;Scholarships;Higher Education;Vocational Training;Refugees,Offer
A/RES/49/35E,283608,Palestine;Near East,Relief;Works;Refugees,Operations
A/RES/49/35F,283609,Palestine,Refugees;Properties;Revenues,
A/RES/49/35G,283610,Jerusalem; Al Quds,,
A/RES/49/36A,283611,Israel;Palestine;Occupied Territories,Human Rights,Investigation
A/RES/49/36B,283612,Israel;Palestine;Occupied Territories,Human Rights,Investigation
A/RES/49/36C,283613,Israel;Palestine;Occupied Territories,Human Rights,Investigation
A/RES/49/36D,283614,Israel;Palestine;Occupied Territories,Human Rights,Investigation
A/RES/49/39,283615,Non-Self-Governing Territories,Information,Transmission
A/RES/49/40,283616,Colonial Countries; Territories under colonial domination,Foreign economic interests; Declaration on the Granting of Independence,Implementation
A/RES/49/41,283617,Colonial Countries;Peoples,Declaration;Independence,Implementation
A/RES/49/43,283618,Croatia,Occupied territories,
A/RES/49/52,283619,,Law; Non-navigational uses; International watercourses,Drafting
A/RES/49/58,283620,,Charter of the United Nations;Role of the Organization,Strengthening
A/RES/49/62A,283621,Palestinian People,Inalienable Rights,Exercise
A/RES/49/62B,283622,Palestine,Palestinian Rights,
A/RES/49/62C,283623,Palestine,,
A/RES/49/62D,283624,Palestine,Peaceful settlement,Settlement
A/RES/49/65,283625,,International Atomic Energy Agency,Report
A/RES/49/67,283626,,Scientific and technological developments; International security,Impact
A/RES/49/68,283627,,Science and Technology; International Security; Disarmament,Role
A/RES/49/69,283628,,Treaty Banning Nuclear Weapon Tests; Atmosphere; Outer Space; Water,Amendment
A/RES/49/72,283629,South Asia,Nuclear-weapon-free zone,Establishment
A/RES/49/73,283630,non-nuclear-weapon States,nuclear weapons,assurance
A/RES/49/74,283631,,Arms race; Outer space,Prevention
A/RES/49/75B,283632,,Disarmament Decade,Review
A/RES/49/75C,283633,,Transparency; Armaments,
A/RES/49/75E,283634,,Nuclear Threat,Reduction
A/RES/49/75F,283635,,Treaty on the Non-Proliferation of Nuclear Weapons,Review; Extension; Conference
A/RES/49/75G,283636,States,Illicit traffic in small arms,Assistance; Curbing; Collection
A/RES/49/75H,283637,,Nuclear disarmament; Nuclear weapons,Elimination
A/RES/49/75K,283638,,International Court of Justice; Threat or Use of Nuclear Weapons; Legality,Request; Advisory Opinion
A/RES/49/75N,283639,Regional,Disarmament,
A/RES/49/75O,283640,regional;subregional levels,Conventional arms control,
A/RES/49/75P,283641,,Nuclear-arms;nuclear disarmament,Negotiations
A/RES/49/76E,283642,,Nuclear Weapons,Prohibition
A/RES/49/77D,283643,,Confidence-building measures,Implementation
A/RES/49/78,283644,Middle East,Nuclear Proliferation,Risk
A/RES/49/82,283645,Indian Ocean,Zone of Peace;Declaration,Implementation
A/RES/49/84,283646,South Atlantic region,Nuclear-weapon-free zone,
A/RES/49/87A,283647,Middle East; Jerusalem,,
A/RES/49/87B,283648,Middle East; Syrian Golan,,
A/RES/49/88,283649,Middle East,Peace process,
A/RES/49/89,283650,Colonial Countries;Peoples,Declaration;Independence,Implementation;Granting
A/RES/49/90,283651,,Decolonization,Dissemination of information
A/RES/49/132,283669,Israel;Palestine;Jerusalem;Syrian Golan,Economic repercussions;Social repercussions;Israeli settlements,
A/RES/49/149,283671,Palestinian people,Self-determination,Right
A/RES/49/150,283672,,Mercenaries;Human Rights;Right of Peoples to Self-Determination,Violation;Impediment
A/RES/49/151,283673,Colonial countries;Peoples,Right of peoples to self-determination;Independence;Human rights,Realization;Granting;Guarantee;Observance
A/RES/49/180,283674,States,National sovereignty;Non-interference;Electoral process,Respect
A/RES/49/182,283675,,Freedom of Travel;Family Reunification,Respect
A/RES/49/186,283676,,United Nations System;Human Rights;Fundamental Freedoms,Improvement
A/RES/49/190,283677,,United Nations; Principle of periodic and genuine elections; Democratization,Strengthening; Enhancement; Promotion
A/RES/49/196,283678,Republic of Bosnia and Herzegovina;Republic of Croatia;Federal Republic of Yugoslavia;Serbia and Montenegro,Human Rights,
A/RES/49/198,283679,Sudan,Human Rights,
A/RES/49/200,283680,Cuba,Human Rights,
A/RES/49/202,283681,Islamic Republic of Iran,Human Rights,
A/RES/49/203,283682,Iraq,Human Rights,
A/RES/49/204,283683,Kosovo,Human Rights,
A/RES/49/243,283917,,Women; Equality; Development; Peace,Accreditation; Action
A/RES/50/9,284059,,International Atomic Energy Agency,Report
A/RES/50/10,284060,United States of America;Cuba,Economic embargo;Commercial embargo;Financial embargo,Ending
A/RES/50/11,284061,,Multilingualism,
A/RES/50/18,284062,South Atlantic,Zone of peace; Cooperation,
A/RES/50/21,284093,Middle East,Peace process,
A/RES/50/22A,284094,Jerusalem,,
A/RES/50/22B,284095,Syrian Golan,,
A/RES/50/23,284096,,Law of the sea,
A/RES/50/28A,284097,Palestine,Refugees,Assistance
A/RES/50/28C,284098,,Persons displaced,
A/RES/50/28D,284099,Palestine,Higher Education;Vocational Training;Refugees,Offers;Grants;Scholarships
A/RES/50/28E,284100,,UNRWA,Operations
A/RES/50/28F,284101,Palestine,Refugees;Properties;Revenues,
A/RES/50/28G,284102,Jerusalem; Palestine,Palestine refugees,
A/RES/50/29A,284103,Israel;Palestine;Occupied Territories,Human Rights,Investigation
A/RES/50/29B,284104,Israel;Palestine;Occupied Territories,Human Rights,Investigation
A/RES/50/29C,284105,Israel;Palestine;Occupied Territories,Human Rights,Investigation
A/RES/50/29D,284106,Israel;Palestine;Occupied Territories,Human Rights,Investigation
A/RES/50/32,284107,Non-Self-Governing Territories,Information,Transmission
A/RES/50/33,284108,Colonial Countries; Territories under colonial domination,Foreign economic interests; Declaration on the Granting of Independence,Implementation
A/RES/50/34,284109,Colonial Countries;Peoples,Declaration;Independence,Implementation
A/RES/50/38[A],284110,American Samoa;Anguilla;Bermuda;British Virgin Islands;Cayman Islands;Guam;Montserrat;Pitcairn;St. Helena;Tokelau;Turks and Caicos Islands;United States Virgin Islands,,
A/RES/50/39,284111,Colonial Countries;Peoples,Declaration;Independence,Implementation;Granting
A/RES/50/40,284112,,Decolonization,Dissemination of information
A/RES/50/52,284118,,Charter of the United Nations;Role of the Organization,Strengthening
A/RES/50/56,284119,countries of origin,cultural property,restitution; return
A/RES/50/61,284123,United Nations,Verification,Role
A/RES/50/63,284124,,Science and Technology; International Security; Disarmament,Role
A/RES/50/64,284125,,Treaty Banning Nuclear Weapon Tests,Amendment
A/RES/50/67,284126,South Asia,Nuclear-weapon-free zone,Establishment
A/RES/50/68,284127,Non-nuclear-weapon States,Nuclear weapons,Conclusion; Assurance
A/RES/50/70A,284128,,Nuclear testing,
A/RES/50/70B,284129,,Small arms,
A/RES/50/70C,284130,,Nuclear disarmament;nuclear weapons,elimination
A/RES/50/70D,284132,,Transparency in armaments,
A/RES/50/70F,284133,,Disarmament,Convening
A/RES/50/70I,284134,,Nuclear arms;nuclear disarmament,Negotiations
A/RES/50/70K,284135,Regional,Disarmament,
A/RES/50/70L,284136,regional;subregional levels,Conventional arms control,
A/RES/50/70M,284137,,Environmental norms;Disarmament;Arms control,Observance;Drafting;Implementation
A/RES/50/70N,284138,,Nuclear arms; Nuclear disarmament,Negotiations
A/RES/50/70P,284139,,Nuclear disarmament,
A/RES/50/70Q,284140,,Treaty on the Non-Proliferation of Nuclear Weapons,Review; Extension
A/RES/50/71E,284141,,Nuclear Weapons,Prohibition
A/RES/50/73,284142,Middle East,Nuclear Proliferation,Risk
A/RES/50/76,284143,Indian Ocean,Zone of Peace,Implementation; Declaration
A/RES/50/84A,284145,Palestinian People,Inalienable Rights,Exercise
A/RES/50/84B,284146,Palestine,,
A/RES/50/84C,284147,,Department of Public Information; Secretariat,
A/RES/50/84D,284148,Palestine,Peaceful settlement,Settlement
A/RES/50/96,284151,developing countries,economic measures;political coersion,means
A/RES/50/129,284152,Israel;Palestine;Jerusalem;Syrian Golan,Economic repercussions;Social repercussions;Israeli settlements,
A/RES/50/138,284155,,Mercenaries;Human Rights;Right of People to Self-Determination,Violation;Impediment
A/RES/50/140,284156,Palestinian people,Self-determination,Right
A/RES/50/172,284157,States,National sovereignty;Non-interference;Electoral processes,Respect
A/RES/50/175,284158,,Freedom of Travel;Family Reunification,Respect
A/RES/50/185,284159,,United Nations; Principle of periodic and genuine elections; Democratization,Strengthening; Enhancement; Promotion
A/RES/50/188,284160,Islamic Republic of Iran,Human Rights,
A/RES/50/190,284161,Kosovo,Human Rights,
A/RES/50/191,284162,Iraq,Human Rights,
A/RES/50/193,284163,Republic of Bosnia and Herzegovina;Republic of Croatia;Federal Republic of Yugoslavia;Serbia and Montenegro,Human Rights,
A/RES/50/197,284164,Sudan,Human Rights,
A/RES/50/198,284165,Cuba,Human Rights,
A/RES/50/199,284166,Nigeria,Human Rights,
A/RES/50/62,284470,,Science and Technology;International Security;Disarmament,Role
A/RES/50/69,284471,,Arms Race; Outer Space,Prevention
A/RES/50/22C,284472,Middle East,,
A/RES/50/89B,284473,Lebanon,United Nations Interim Force,Financing
A/RES/51/10,284474,,International Atomic Energy Agency,Report
A/RES/51/19,284475,South Atlantic,Zone of peace; Cooperation,
A/RES/51/17,284476,United States of America;Cuba,Economic embargo;Commercial embargo;Financial embargo,Ending
A/RES/50/245,284477,,Nuclear-test-ban treaty,Comprehensive
A/RES/51/22,284496,,Coercive economic measures;Political compulsion;Economic compulsion,Elimination
A/RES/51/23,284502,Palestinian People,Inalienable Rights,Exercise
A/RES/51/24,284503,Palestine,Division for Palestinian Rights,
A/RES/51/25,284504,Palestine,Information,Programme
A/RES/51/26,284505,Palestine,Peaceful settlement,Settlement
A/RES/51/27,284506,Jerusalem,,
A/RES/51/28,284507,Syrian Golan,,
A/RES/51/29,284508,Middle East,Peace process,
A/RES/51/34,284510,,Law of the Sea,
A/RES/51/39,284512,,Science and Technology;International Security;Disarmament,Role
A/RES/51/40,284513,,Science and Technology; International Security; Disarmament,Role
A/RES/51/42,284514,South Asia,Nuclear-weapon-free zone,Establishment
A/RES/51/43,284515,non-nuclear-weapon States,nuclear weapons,assurance
A/RES/51/44,284516,,Arms race; Outer space,Prevention
A/RES/51/45A,284517,,Non-Proliferation of Nuclear Weapons,Review; Preparation
A/RES/51/45B,284518,southern hemisphere;adjacent areas,nuclear-weapon-free,
A/RES/51/45C,284519,,Disarmament,Convening
A/RES/51/45E,284520,,Environmental norms;Disarmament;Arms control,Observance;Drafting;Implementation
A/RES/51/45G,284521,,Nuclear disarmament;nuclear weapons,Elimination
A/RES/51/45H,284522,,Transparency in armaments,
A/RES/51/45I,284523,,Nuclear arms; Nuclear disarmament,Negotiations
A/RES/51/45K,284524,Regional,Disarmament,
