,undl_id,undl_link,resolution,subject_list,matching_subjects,non_matching_subjects,match_type
705,281106,https://digitallibrary.un.org/record/281106,A/RES/42/151,"['INTERNATIONAL SECURITY', 'CODES OF CRIMES (DRAFT)']",['INTERNATIONAL SECURITY'],['CODES OF CRIMES (DRAFT)'],partial_match
706,281107,https://digitallibrary.un.org/record/281107,A/RES/42/153,"['UN COMMISSION ON INTERNATIONAL TRADE LAW', 'REPORTS']",[],"['UN COMMISSION ON INTERNATIONAL TRADE LAW', 'REPORTS']",no_match
707,281108,https://digitallibrary.un.org/record/281108,A/RES/42/158,['GOOD NEIGHBOURLINESS'],['GOOD NEIGHBOURLINESS'],[],all_match
708,281109,https://digitallibrary.un.org/record/281109,A/RES/42/159,,[],[],no_subjects
709,281110,https://digitallibrary.un.org/record/281110,A/RES/42/160A,"['TERRITORIES OCCUPIED BY ISRAEL', 'HUMAN RIGHTS', 'REPORTS']","['TERRITORIES OCCUPIED BY ISRAEL', 'HUMAN RIGHTS']",['REPORTS'],partial_match
710,281111,https://digitallibrary.un.org/record/281111,A/RES/42/160B,"['TERRITORIES OCCUPIED BY ISRAEL', 'HUMAN RIGHTS', 'REPORTS']","['TERRITORIES OCCUPIED BY ISRAEL', 'HUMAN RIGHTS']",['REPORTS'],partial_match
711,281112,https://digitallibrary.un.org/record/281112,A/RES/42/160C,"['TERRITORIES OCCUPIED BY ISRAEL', 'HUMAN RIGHTS', 'REPORTS']","['TERRITORIES OCCUPIED BY ISRAEL', 'HUMAN RIGHTS']",['REPORTS'],partial_match
712,281113,https://digitallibrary.un.org/record/281113,A/RES/42/160D,"['TERRITORIES OCCUPIED BY ISRAEL', 'HUMAN RIGHTS', 'REPORTS']","['TERRITORIES OCCUPIED BY ISRAEL', 'HUMAN RIGHTS']",['REPORTS'],partial_match
713,281114,https://digitallibrary.un.org/record/281114,A/RES/42/160E,"['TERRITORIES OCCUPIED BY ISRAEL', 'HUMAN RIGHTS', 'REPORTS']","['TERRITORIES OCCUPIED BY ISRAEL', 'HUMAN RIGHTS']",['REPORTS'],partial_match
714,281115,https://digitallibrary.un.org/record/281115,A/RES/42/160F,"['TERRITORIES OCCUPIED BY ISRAEL', 'HUMAN RIGHTS', 'REPORTS']","['TERRITORIES OCCUPIED BY ISRAEL', 'HUMAN RIGHTS']",['REPORTS'],partial_match
715,281116,https://digitallibrary.un.org/record/281116,A/RES/42/160G,"['TERRITORIES OCCUPIED BY ISRAEL', 'HUMAN RIGHTS', 'REPORTS']","['TERRITORIES OCCUPIED BY ISRAEL', 'HUMAN RIGHTS']",['REPORTS'],partial_match
716,281117,https://digitallibrary.un.org/record/281117,A/RES/42/162A,['INFORMATION'],['INFORMATION'],[],all_match
717,281118,https://digitallibrary.un.org/record/281118,A/RES/42/162B,['INFORMATION'],['INFORMATION'],[],all_match
718,281119,https://digitallibrary.un.org/record/281119,A/RES/42/165,"['UN. ECONOMIC AND SOCIAL COUNCIL', 'REPORTS']",[],"['UN. ECONOMIC AND SOCIAL COUNCIL', 'REPORTS']",no_match
719,281120,https://digitallibrary.un.org/record/281120,A/RES/42/166,"['UN. ECONOMIC AND SOCIAL COUNCIL', 'REPORTS']",[],"['UN. ECONOMIC AND SOCIAL COUNCIL', 'REPORTS']",no_match
720,281121,https://digitallibrary.un.org/record/281121,A/RES/42/173,['INTERNATIONAL TRADE'],['INTERNATIONAL TRADE'],[],all_match
721,281122,https://digitallibrary.un.org/record/281122,A/RES/42/174,['INTERNATIONAL TRADE'],['INTERNATIONAL TRADE'],[],all_match
722,281123,https://digitallibrary.un.org/record/281123,A/RES/42/176,['INTERNATIONAL TRADE'],['INTERNATIONAL TRADE'],[],all_match
723,281124,https://digitallibrary.un.org/record/281124,A/RES/42/184,['ENVIRONMENT'],['ENVIRONMENT'],[],all_match
724,281125,https://digitallibrary.un.org/record/281125,A/RES/42/190,['HUMAN SETTLEMENTS'],['HUMAN SETTLEMENTS'],[],all_match
725,281126,https://digitallibrary.un.org/record/281126,A/RES/42/198,['EXTERNAL DEBT'],['EXTERNAL DEBT'],[],all_match
726,281127,https://digitallibrary.un.org/record/281127,A/RES/42/199,['ECONOMIC ASSISTANCE'],['ECONOMIC ASSISTANCE'],[],all_match
727,281128,https://digitallibrary.un.org/record/281128,A/RES/42/200,['ECONOMIC ASSISTANCE'],['ECONOMIC ASSISTANCE'],[],all_match
728,281129,https://digitallibrary.un.org/record/281129,A/RES/42/201,['ECONOMIC ASSISTANCE'],['ECONOMIC ASSISTANCE'],[],all_match
729,281130,https://digitallibrary.un.org/record/281130,A/RES/42/202,['ECONOMIC ASSISTANCE'],['ECONOMIC ASSISTANCE'],[],all_match
730,281131,https://digitallibrary.un.org/record/281131,A/RES/42/203,['ECONOMIC ASSISTANCE'],['ECONOMIC ASSISTANCE'],[],all_match
731,281132,https://digitallibrary.un.org/record/281132,A/RES/42/204,['ECONOMIC ASSISTANCE'],['ECONOMIC ASSISTANCE'],[],all_match
732,281133,https://digitallibrary.un.org/record/281133,A/RES/42/205,['ECONOMIC ASSISTANCE'],['ECONOMIC ASSISTANCE'],[],all_match
733,281134,https://digitallibrary.un.org/record/281134,A/RES/42/209A,['MIDDLE EAST SITUATION'],['MIDDLE EAST SITUATION'],[],all_match
734,281135,https://digitallibrary.un.org/record/281135,A/RES/42/209B,['MIDDLE EAST SITUATION'],['MIDDLE EAST SITUATION'],[],all_match
735,281136,https://digitallibrary.un.org/record/281136,A/RES/42/209C,['MIDDLE EAST SITUATION'],['MIDDLE EAST SITUATION'],[],all_match
736,281137,https://digitallibrary.un.org/record/281137,A/RES/42/209D,['MIDDLE EAST SITUATION'],['MIDDLE EAST SITUATION'],[],all_match
737,281138,https://digitallibrary.un.org/record/281138,A/RES/42/210B,"['UN. COMMITTEE ON RELATIONS WITH THE HOST COUNTRY', 'REPORTS']",[],"['UN. COMMITTEE ON RELATIONS WITH THE HOST COUNTRY', 'REPORTS']",no_match
738,281145,https://digitallibrary.un.org/record/281145,A/RES/42/223,"['UN INTERIM FORCE IN LEBANON', 'FINANCING']",['FINANCING'],['UN INTERIM FORCE IN LEBANON'],partial_match
739,281146,https://digitallibrary.un.org/record/281146,A/RES/42/224,"['PEACEKEEPING OPERATIONS', 'REIMBURSEMENT']","['PEACEKEEPING OPERATIONS', 'REIMBURSEMENT']",[],all_match
740,281147,https://digitallibrary.un.org/record/281147,A/RES/42/226A,"['UN', 'BUDGET (1988-1989)']",[],"['UN', 'BUDGET (1988-1989)']",no_match
741,281148,https://digitallibrary.un.org/record/281148,A/RES/42/32,['NON-NUCLEAR-WEAPON STATES'],['NON-NUCLEAR-WEAPON STATES'],[],all_match
742,281330,https://digitallibrary.un.org/record/281330,A/RES/42/229A,"['UN. COMMITTEE ON RELATIONS WITH THE HOST COUNTRY', 'REPORTS']",[],"['UN. COMMITTEE ON RELATIONS WITH THE HOST COUNTRY', 'REPORTS']",no_match
743,281331,https://digitallibrary.un.org/record/281331,A/RES/42/229B,"['UN. COMMITTEE ON RELATIONS WITH THE HOST COUNTRY', 'REPORTS']",[],"['UN. COMMITTEE ON RELATIONS WITH THE HOST COUNTRY', 'REPORTS']",no_match
744,281332,https://digitallibrary.un.org/record/281332,A/RES/42/230,"['UN. COMMITTEE ON RELATIONS WITH THE HOST COUNTRY', 'REPORTS']",[],"['UN. COMMITTEE ON RELATIONS WITH THE HOST COUNTRY', 'REPORTS']",no_match
745,281336,https://digitallibrary.un.org/record/281336,A/RES/42/232,"['UN. COMMITTEE ON RELATIONS WITH THE HOST COUNTRY', 'REPORTS']",[],"['UN. COMMITTEE ON RELATIONS WITH THE HOST COUNTRY', 'REPORTS']",no_match
746,281348,https://digitallibrary.un.org/record/281348,A/RES/43/3,"['LEAGUE OF ARAB STATES', 'UN']",[],"['LEAGUE OF ARAB STATES', 'UN']",no_match
747,281349,https://digitallibrary.un.org/record/281349,A/RES/43/11,"['NICARAGUA', 'UNITED STATES']","['NICARAGUA', 'UNITED STATES']",[],all_match
748,281350,https://digitallibrary.un.org/record/281350,A/RES/43/12,"['OAU', 'UN']",[],"['OAU', 'UN']",no_match
749,281351,https://digitallibrary.un.org/record/281351,A/RES/43/13,['APARTHEID'],['APARTHEID'],[],all_match
750,281352,https://digitallibrary.un.org/record/281352,A/RES/43/14,['COMORIAN ISLAND OF MAYOTTE'],['COMORIAN ISLAND OF MAYOTTE'],[],all_match
751,281353,https://digitallibrary.un.org/record/281353,A/RES/43/18,['LAW OF THE SEA'],['LAW OF THE SEA'],[],all_match
752,281354,https://digitallibrary.un.org/record/281354,A/RES/43/19,['KAMPUCHEA SITUATION'],[],['KAMPUCHEA SITUATION'],no_match
753,281355,https://digitallibrary.un.org/record/281355,A/RES/43/21,"['TERRITORIES OCCUPIED BY ISRAEL', 'HUMAN RIGHTS', 'REPORTS']","['TERRITORIES OCCUPIED BY ISRAEL', 'HUMAN RIGHTS']",['REPORTS'],partial_match
754,281356,https://digitallibrary.un.org/record/281356,A/RES/43/22,['RIGHT TO PEACE'],['RIGHT TO PEACE'],[],all_match
755,281357,https://digitallibrary.un.org/record/281357,A/RES/43/23,"['SOUTH ATLANTIC OCEAN REGION', 'ZONES OF PEACE']","['SOUTH ATLANTIC OCEAN REGION', 'ZONES OF PEACE']",[],all_match
756,281359,https://digitallibrary.un.org/record/281359,A/RES/43/26A,['NAMIBIA QUESTION'],['NAMIBIA QUESTION'],[],all_match
757,281360,https://digitallibrary.un.org/record/281360,A/RES/43/25,['FALKLAND ISLANDS (MALVINAS) QUESTION'],['FALKLAND ISLANDS (MALVINAS) QUESTION'],[],all_match
758,281361,https://digitallibrary.un.org/record/281361,A/RES/43/26B,['NAMIBIA QUESTION'],['NAMIBIA QUESTION'],[],all_match
759,281362,https://digitallibrary.un.org/record/281362,A/RES/43/26C,['NAMIBIA QUESTION'],['NAMIBIA QUESTION'],[],all_match
760,281363,https://digitallibrary.un.org/record/281363,A/RES/43/26D,['NAMIBIA QUESTION'],['NAMIBIA QUESTION'],[],all_match
761,281364,https://digitallibrary.un.org/record/281364,A/RES/43/26E,['NAMIBIA QUESTION'],['NAMIBIA QUESTION'],[],all_match
762,281365,https://digitallibrary.un.org/record/281365,A/RES/43/28,"['NON-SELF-GOVERNING TERRITORIES', 'REPORTS']",['NON-SELF-GOVERNING TERRITORIES'],['REPORTS'],partial_match
763,281366,https://digitallibrary.un.org/record/281366,A/RES/43/29,"['DECOLONIZATION', 'FOREIGN INTERESTS']","['DECOLONIZATION', 'FOREIGN INTERESTS']",[],all_match
764,281367,https://digitallibrary.un.org/record/281367,A/RES/43/30,"['DECOLONIZATION', 'UN SYSTEM', 'UN. ECONOMIC AND SOCIAL COUNCIL', 'REPORTS']",['DECOLONIZATION'],"['UN SYSTEM', 'UN. ECONOMIC AND SOCIAL COUNCIL', 'REPORTS']",partial_match
765,281368,https://digitallibrary.un.org/record/281368,A/RES/43/33,['DECOLONIZATION'],['DECOLONIZATION'],[],all_match
766,281369,https://digitallibrary.un.org/record/281369,A/RES/43/45,['DECOLONIZATION'],['DECOLONIZATION'],[],all_match
767,281370,https://digitallibrary.un.org/record/281370,A/RES/43/46,['DECOLONIZATION'],['DECOLONIZATION'],[],all_match
768,281371,https://digitallibrary.un.org/record/281371,A/RES/43/47,['DECOLONIZATION'],['DECOLONIZATION'],[],all_match
769,281373,https://digitallibrary.un.org/record/281373,A/RES/43/48,"['UN. COMMITTEE ON RELATIONS WITH THE HOST COUNTRY', 'REPORTS']",[],"['UN. COMMITTEE ON RELATIONS WITH THE HOST COUNTRY', 'REPORTS']",no_match
770,281374,https://digitallibrary.un.org/record/281374,A/RES/43/49,"['UN. COMMITTEE ON RELATIONS WITH THE HOST COUNTRY', 'REPORTS', 'UN. GENERAL ASSEMBLY (43RD SESS. : 1988-1989)', 'AGENDA']",['AGENDA'],"['UN. COMMITTEE ON RELATIONS WITH THE HOST COUNTRY', 'REPORTS', 'UN. GENERAL ASSEMBLY (43RD SESS. : 1988-1989)']",partial_match
771,281375,https://digitallibrary.un.org/record/281375,A/RES/43/50A,['APARTHEID'],['APARTHEID'],[],all_match
772,281376,https://digitallibrary.un.org/record/281376,A/RES/43/50B,['APARTHEID'],['APARTHEID'],[],all_match
773,281377,https://digitallibrary.un.org/record/281377,A/RES/43/50C,['APARTHEID'],['APARTHEID'],[],all_match
774,281378,https://digitallibrary.un.org/record/281378,A/RES/43/50D,['APARTHEID'],['APARTHEID'],[],all_match
775,281379,https://digitallibrary.un.org/record/281379,A/RES/43/50E,['APARTHEID'],['APARTHEID'],[],all_match
776,281380,https://digitallibrary.un.org/record/281380,A/RES/43/50F,['APARTHEID'],['APARTHEID'],[],all_match
777,281381,https://digitallibrary.un.org/record/281381,A/RES/43/50H,['APARTHEID'],['APARTHEID'],[],all_match
778,281382,https://digitallibrary.un.org/record/281382,A/RES/43/50J,['APARTHEID'],['APARTHEID'],[],all_match
779,281383,https://digitallibrary.un.org/record/281383,A/RES/43/50K,['APARTHEID'],['APARTHEID'],[],all_match
780,281385,https://digitallibrary.un.org/record/281385,A/RES/43/54A,['MIDDLE EAST SITUATION'],['MIDDLE EAST SITUATION'],[],all_match
781,281386,https://digitallibrary.un.org/record/281386,A/RES/43/54B,['MIDDLE EAST SITUATION'],['MIDDLE EAST SITUATION'],[],all_match
782,281387,https://digitallibrary.un.org/record/281387,A/RES/43/54C,['MIDDLE EAST SITUATION'],['MIDDLE EAST SITUATION'],[],all_match
783,281388,https://digitallibrary.un.org/record/281388,A/RES/43/57A,"['UNRWA', 'ACTIVITIES']",['ACTIVITIES'],['UNRWA'],partial_match
784,281389,https://digitallibrary.un.org/record/281389,A/RES/43/57D,"['UNRWA', 'ACTIVITIES']",['ACTIVITIES'],['UNRWA'],partial_match
785,281390,https://digitallibrary.un.org/record/281390,A/RES/43/57E,"['UNRWA', 'ACTIVITIES']",['ACTIVITIES'],['UNRWA'],partial_match
786,281391,https://digitallibrary.un.org/record/281391,A/RES/43/57F,"['UNRWA', 'ACTIVITIES']",['ACTIVITIES'],['UNRWA'],partial_match
787,281392,https://digitallibrary.un.org/record/281392,A/RES/43/57G,"['UNRWA', 'ACTIVITIES']",['ACTIVITIES'],['UNRWA'],partial_match
788,281393,https://digitallibrary.un.org/record/281393,A/RES/43/57H,"['UNRWA', 'ACTIVITIES']",['ACTIVITIES'],['UNRWA'],partial_match
789,281394,https://digitallibrary.un.org/record/281394,A/RES/43/57I,"['UNRWA', 'ACTIVITIES']",['ACTIVITIES'],['UNRWA'],partial_match
790,281395,https://digitallibrary.un.org/record/281395,A/RES/43/57J,"['UNRWA', 'ACTIVITIES']",['ACTIVITIES'],['UNRWA'],partial_match
791,281396,https://digitallibrary.un.org/record/281396,A/RES/43/58A,"['TERRITORIES OCCUPIED BY ISRAEL', 'HUMAN RIGHTS', 'REPORTS']","['TERRITORIES OCCUPIED BY ISRAEL', 'HUMAN RIGHTS']",['REPORTS'],partial_match
792,281397,https://digitallibrary.un.org/record/281397,A/RES/43/58B,"['TERRITORIES OCCUPIED BY ISRAEL', 'HUMAN RIGHTS', 'REPORTS']","['TERRITORIES OCCUPIED BY ISRAEL', 'HUMAN RIGHTS']",['REPORTS'],partial_match
793,281398,https://digitallibrary.un.org/record/281398,A/RES/43/58C,"['TERRITORIES OCCUPIED BY ISRAEL', 'HUMAN RIGHTS', 'REPORTS']","['TERRITORIES OCCUPIED BY ISRAEL', 'HUMAN RIGHTS']",['REPORTS'],partial_match
794,281399,https://digitallibrary.un.org/record/281399,A/RES/43/58D,"['TERRITORIES OCCUPIED BY ISRAEL', 'HUMAN RIGHTS', 'REPORTS']","['TERRITORIES OCCUPIED BY ISRAEL', 'HUMAN RIGHTS']",['REPORTS'],partial_match
795,281400,https://digitallibrary.un.org/record/281400,A/RES/43/58E,"['TERRITORIES OCCUPIED BY ISRAEL', 'HUMAN RIGHTS', 'REPORTS']","['TERRITORIES OCCUPIED BY ISRAEL', 'HUMAN RIGHTS']",['REPORTS'],partial_match
796,281401,https://digitallibrary.un.org/record/281401,A/RES/43/58F,"['TERRITORIES OCCUPIED BY ISRAEL', 'HUMAN RIGHTS', 'REPORTS']","['TERRITORIES OCCUPIED BY ISRAEL', 'HUMAN RIGHTS']",['REPORTS'],partial_match
797,281402,https://digitallibrary.un.org/record/281402,A/RES/43/58G,"['TERRITORIES OCCUPIED BY ISRAEL', 'HUMAN RIGHTS', 'REPORTS']","['TERRITORIES OCCUPIED BY ISRAEL', 'HUMAN RIGHTS']",['REPORTS'],partial_match
798,281403,https://digitallibrary.un.org/record/281403,A/RES/43/60A,['INFORMATION'],['INFORMATION'],[],all_match
799,281404,https://digitallibrary.un.org/record/281404,A/RES/43/60B,['INFORMATION'],['INFORMATION'],[],all_match
800,281406,https://digitallibrary.un.org/record/281406,A/RES/43/63A,['NUCLEAR WEAPON TESTS'],['NUCLEAR WEAPON TESTS'],[],all_match
801,281407,https://digitallibrary.un.org/record/281407,A/RES/43/63B,['NUCLEAR WEAPON TESTS'],['NUCLEAR WEAPON TESTS'],[],all_match
802,281408,https://digitallibrary.un.org/record/281408,A/RES/43/64,"['NUCLEAR WEAPON TESTS', 'TREATIES']","['NUCLEAR WEAPON TESTS', 'TREATIES']",[],all_match
803,281409,https://digitallibrary.un.org/record/281409,A/RES/43/66,"['SOUTH ASIA', 'NUCLEAR-WEAPON-FREE ZONES']","['SOUTH ASIA', 'NUCLEAR-WEAPON-FREE ZONES']",[],all_match
804,281410,https://digitallibrary.un.org/record/281410,A/RES/43/68,"['NON-NUCLEAR-WEAPON STATES', 'SECURITY']",['NON-NUCLEAR-WEAPON STATES'],['SECURITY'],partial_match
805,281411,https://digitallibrary.un.org/record/281411,A/RES/43/69,"['NON-NUCLEAR-WEAPON STATES', 'SECURITY ASSURANCES']","['NON-NUCLEAR-WEAPON STATES', 'SECURITY ASSURANCES']",[],all_match
806,281412,https://digitallibrary.un.org/record/281412,A/RES/43/70,"['OUTER SPACE', 'ARMS RACE']","['OUTER SPACE', 'ARMS RACE']",[],all_match
807,281413,https://digitallibrary.un.org/record/281413,A/RES/43/71A,"['AFRICA', 'NUCLEAR-WEAPON-FREE ZONES']","['AFRICA', 'NUCLEAR-WEAPON-FREE ZONES']",[],all_match
808,281414,https://digitallibrary.un.org/record/281414,A/RES/43/71B,"['AFRICA', 'NUCLEAR-WEAPON-FREE ZONES']","['AFRICA', 'NUCLEAR-WEAPON-FREE ZONES']",[],all_match
809,281415,https://digitallibrary.un.org/record/281415,A/RES/43/72,['WEAPONS OF MASS DESTRUCTION'],['WEAPONS OF MASS DESTRUCTION'],[],all_match
810,281416,https://digitallibrary.un.org/record/281416,A/RES/43/75A,"['DISARMAMENT', 'GENERAL AND COMPLETE']",['DISARMAMENT'],['GENERAL AND COMPLETE'],partial_match
811,281417,https://digitallibrary.un.org/record/281417,A/RES/43/75G,"['DISARMAMENT', 'GENERAL AND COMPLETE']",['DISARMAMENT'],['GENERAL AND COMPLETE'],partial_match
812,281418,https://digitallibrary.un.org/record/281418,A/RES/43/75H,"['DISARMAMENT', 'GENERAL AND COMPLETE']",['DISARMAMENT'],['GENERAL AND COMPLETE'],partial_match
813,281419,https://digitallibrary.un.org/record/281419,A/RES/43/75I,"['DISARMAMENT', 'GENERAL AND COMPLETE']",['DISARMAMENT'],['GENERAL AND COMPLETE'],partial_match
814,281420,https://digitallibrary.un.org/record/281420,A/RES/43/75J,"['DISARMAMENT', 'GENERAL AND COMPLETE']",['DISARMAMENT'],['GENERAL AND COMPLETE'],partial_match
815,281421,https://digitallibrary.un.org/record/281421,A/RES/43/75K,"['DISARMAMENT', 'GENERAL AND COMPLETE']",['DISARMAMENT'],['GENERAL AND COMPLETE'],partial_match
816,281422,https://digitallibrary.un.org/record/281422,A/RES/43/75L,"['DISARMAMENT', 'GENERAL AND COMPLETE']",['DISARMAMENT'],['GENERAL AND COMPLETE'],partial_match
817,281423,https://digitallibrary.un.org/record/281423,A/RES/43/75N,"['DISARMAMENT', 'GENERAL AND COMPLETE']",['DISARMAMENT'],['GENERAL AND COMPLETE'],partial_match
818,281424,https://digitallibrary.un.org/record/281424,A/RES/43/75O,"['DISARMAMENT', 'GENERAL AND COMPLETE']",['DISARMAMENT'],['GENERAL AND COMPLETE'],partial_match
819,281425,https://digitallibrary.un.org/record/281425,A/RES/43/75Q,"['DISARMAMENT', 'GENERAL AND COMPLETE']",['DISARMAMENT'],['GENERAL AND COMPLETE'],partial_match
820,281426,https://digitallibrary.un.org/record/281426,A/RES/43/75S,"['DISARMAMENT', 'GENERAL AND COMPLETE']",['DISARMAMENT'],['GENERAL AND COMPLETE'],partial_match
821,281427,https://digitallibrary.un.org/record/281427,A/RES/43/75T,"['DISARMAMENT', 'GENERAL AND COMPLETE']",['DISARMAMENT'],['GENERAL AND COMPLETE'],partial_match
822,281428,https://digitallibrary.un.org/record/281428,A/RES/43/76A,,[],[],no_subjects
823,281429,https://digitallibrary.un.org/record/281429,A/RES/43/76B,,[],[],no_subjects
824,281430,https://digitallibrary.un.org/record/281430,A/RES/43/76C,,[],[],no_subjects
825,281431,https://digitallibrary.un.org/record/281431,A/RES/43/76E,,[],[],no_subjects
826,281432,https://digitallibrary.un.org/record/281432,A/RES/43/77A,"['DISARMAMENT', 'UN. GENERAL ASSEMBLY (15TH SPECIAL SESS. : 1988)', 'RECOMMENDATIONS']","['DISARMAMENT', 'RECOMMENDATIONS']",['UN. GENERAL ASSEMBLY (15TH SPECIAL SESS. : 1988)'],partial_match
827,281433,https://digitallibrary.un.org/record/281433,A/RES/43/77B,"['DISARMAMENT', 'UN. GENERAL ASSEMBLY (15TH SPECIAL SESS. : 1988)', 'RECOMMENDATIONS']","['DISARMAMENT', 'RECOMMENDATIONS']",['UN. GENERAL ASSEMBLY (15TH SPECIAL SESS. : 1988)'],partial_match
828,281434,https://digitallibrary.un.org/record/281434,A/RES/43/78B,"['DISARMAMENT', 'UN. GENERAL ASSEMBLY (10TH SPECIAL SESS. : 1978)', 'RECOMMENDATIONS']","['DISARMAMENT', 'RECOMMENDATIONS']",['UN. GENERAL ASSEMBLY (10TH SPECIAL SESS. : 1978)'],partial_match
829,281435,https://digitallibrary.un.org/record/281435,A/RES/43/78C,"['DISARMAMENT', 'UN. GENERAL ASSEMBLY (10TH SPECIAL SESS. : 1978)', 'RECOMMENDATIONS']","['DISARMAMENT', 'RECOMMENDATIONS']",['UN. GENERAL ASSEMBLY (10TH SPECIAL SESS. : 1978)'],partial_match
830,281436,https://digitallibrary.un.org/record/281436,A/RES/43/78D,"['DISARMAMENT', 'UN. GENERAL ASSEMBLY (10TH SPECIAL SESS. : 1978)', 'RECOMMENDATIONS']","['DISARMAMENT', 'RECOMMENDATIONS']",['UN. GENERAL ASSEMBLY (10TH SPECIAL SESS. : 1978)'],partial_match
831,281437,https://digitallibrary.un.org/record/281437,A/RES/43/78E,"['DISARMAMENT', 'UN. GENERAL ASSEMBLY (10TH SPECIAL SESS. : 1978)', 'RECOMMENDATIONS']","['DISARMAMENT', 'RECOMMENDATIONS']",['UN. GENERAL ASSEMBLY (10TH SPECIAL SESS. : 1978)'],partial_match
832,281438,https://digitallibrary.un.org/record/281438,A/RES/43/78F,"['DISARMAMENT', 'UN. GENERAL ASSEMBLY (10TH SPECIAL SESS. : 1978)', 'RECOMMENDATIONS']","['DISARMAMENT', 'RECOMMENDATIONS']",['UN. GENERAL ASSEMBLY (10TH SPECIAL SESS. : 1978)'],partial_match
833,281439,https://digitallibrary.un.org/record/281439,A/RES/43/78I,"['DISARMAMENT', 'UN. GENERAL ASSEMBLY (10TH SPECIAL SESS. : 1978)', 'RECOMMENDATIONS']","['DISARMAMENT', 'RECOMMENDATIONS']",['UN. GENERAL ASSEMBLY (10TH SPECIAL SESS. : 1978)'],partial_match
834,281440,https://digitallibrary.un.org/record/281440,A/RES/43/78J,"['DISARMAMENT', 'UN. GENERAL ASSEMBLY (10TH SPECIAL SESS. : 1978)', 'RECOMMENDATIONS']","['DISARMAMENT', 'RECOMMENDATIONS']",['UN. GENERAL ASSEMBLY (10TH SPECIAL SESS. : 1978)'],partial_match
835,281441,https://digitallibrary.un.org/record/281441,A/RES/43/78M,"['DISARMAMENT', 'UN. GENERAL ASSEMBLY (10TH SPECIAL SESS. : 1978)', 'RECOMMENDATIONS']","['DISARMAMENT', 'RECOMMENDATIONS']",['UN. GENERAL ASSEMBLY (10TH SPECIAL SESS. : 1978)'],partial_match
836,281442,https://digitallibrary.un.org/record/281442,A/RES/43/80,"['ISRAEL', 'NUCLEAR WEAPONS']","['ISRAEL', 'NUCLEAR WEAPONS']",[],all_match
837,281443,https://digitallibrary.un.org/record/281443,A/RES/43/81B,['VERIFICATION'],['VERIFICATION'],[],all_match
838,281444,https://digitallibrary.un.org/record/281444,A/RES/43/82,"['NUCLEAR NON-PROLIFERATION', 'CONFERENCES']","['NUCLEAR NON-PROLIFERATION', 'CONFERENCES']",[],all_match
839,281445,https://digitallibrary.un.org/record/281445,A/RES/43/83A,['ANTARCTICA'],['ANTARCTICA'],[],all_match
840,281446,https://digitallibrary.un.org/record/281446,A/RES/43/83B,['ANTARCTICA'],['ANTARCTICA'],[],all_match
841,281447,https://digitallibrary.un.org/record/281447,A/RES/43/86,,[],[],no_subjects
842,281448,https://digitallibrary.un.org/record/281448,A/RES/43/87,,[],[],no_subjects
843,281449,https://digitallibrary.un.org/record/281449,A/RES/43/88,,[],[],no_subjects
844,281450,https://digitallibrary.un.org/record/281450,A/RES/43/89,"['INTERNATIONAL SECURITY', 'COMPREHENSIVE SYSTEM']",['INTERNATIONAL SECURITY'],['COMPREHENSIVE SYSTEM'],partial_match
845,281451,https://digitallibrary.un.org/record/281451,A/RES/43/92,"['SOUTH AFRICA', 'FOREIGN INTERESTS']","['SOUTH AFRICA', 'FOREIGN INTERESTS']",[],all_match
846,281452,https://digitallibrary.un.org/record/281452,A/RES/43/97,['RACIAL DISCRIMINATION'],['RACIAL DISCRIMINATION'],[],all_match
847,281453,https://digitallibrary.un.org/record/281453,A/RES/43/106,['SELF-DETERMINATION OF PEOPLES'],['SELF-DETERMINATION OF PEOPLES'],[],all_match
848,281454,https://digitallibrary.un.org/record/281454,A/RES/43/107,['SELF-DETERMINATION OF PEOPLES'],['SELF-DETERMINATION OF PEOPLES'],[],all_match
849,281455,https://digitallibrary.un.org/record/281455,A/RES/43/110,"['SCIENCE AND TECHNOLOGY', 'HUMAN RIGHTS']","['SCIENCE AND TECHNOLOGY', 'HUMAN RIGHTS']",[],all_match
850,281456,https://digitallibrary.un.org/record/281456,A/RES/43/113,"['HUMAN RIGHTS', 'TREATIES (1966)']",['HUMAN RIGHTS'],['TREATIES (1966)'],partial_match
851,281457,https://digitallibrary.un.org/record/281457,A/RES/43/124,"['HUMAN RIGHTS ADVANCEMENT', 'UN']",['HUMAN RIGHTS ADVANCEMENT'],['UN'],partial_match
852,281458,https://digitallibrary.un.org/record/281458,A/RES/43/125,"['HUMAN RIGHTS ADVANCEMENT', 'UN']",['HUMAN RIGHTS ADVANCEMENT'],['UN'],partial_match
853,281459,https://digitallibrary.un.org/record/281459,A/RES/43/126,"['HUMAN RIGHTS ADVANCEMENT', 'UN']",['HUMAN RIGHTS ADVANCEMENT'],['UN'],partial_match
854,281460,https://digitallibrary.un.org/record/281460,A/RES/43/137,"['UN. ECONOMIC AND SOCIAL COUNCIL', 'REPORTS']",[],"['UN. ECONOMIC AND SOCIAL COUNCIL', 'REPORTS']",no_match
855,281461,https://digitallibrary.un.org/record/281461,A/RES/43/146,"['UN. ECONOMIC AND SOCIAL COUNCIL', 'REPORTS']",[],"['UN. ECONOMIC AND SOCIAL COUNCIL', 'REPORTS']",no_match
